Año,Región,Canal,Tipo,Métrica,A,B,C,D,E,AVG,AVG_otros,diferencia,diferencia_porcentaje
10,Asia-Pacifc,2 - Internet,D - Imagen, Search Engine Advert. ($000s),4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,D - Imagen, Brand Advertising ($000s),8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Asia-Pacifc,2 - Internet,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,E - Volumen, Online Orders (000s),225.0,225.0,225.0,225.0,225.0,225.0,225.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,E - Volumen, Pairs Sold (000s)_2 - Internet,225.0,225.0,225.0,225.0,225.0,225.0,225.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,F - Cuota, Market Share (%)_2 - Internet,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Asia-Pacifc,3 - Privada,A - Precio, Offer Price (max = $40.00),32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,B - Calidad, S/Q Rating (min = 3.0 stars),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,E - Volumen, Pairs Offered (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,E - Volumen, Pairs Sold (000s)_3 - Privada,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,F - Cuota, Market Share (%)_3 - Privada,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Latin America,1 - Mayorista,A - Precio, Wholesale Price ($ per pair),53.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,0.0
10,Latin America,1 - Mayorista,A - Precio, Rebate Offer ($ per pair),5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
10,Latin America,1 - Mayorista,B - Calidad, S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,Latin America,1 - Mayorista,B - Calidad, Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Latin America,1 - Mayorista,C - Marketing, Delivery Time (weeks),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Latin America,1 - Mayorista,C - Marketing, Retailer Support ($ per outlet),2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,0.0
10,Latin America,1 - Mayorista,C - Marketing, Retail Outlets,700.0,700.0,700.0,700.0,700.0,700.0,700.0,0.0,0.0
10,Latin America,1 - Mayorista,D - Imagen, Brand Advertising ($000s),7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,0.0,0.0
10,Latin America,1 - Mayorista,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Latin America,1 - Mayorista,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,Latin America,1 - Mayorista,E - Volumen, Pairs Demanded (000s),1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0
10,Latin America,1 - Mayorista,E - Volumen,   Gained / Lost (due to stockouts),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Latin America,1 - Mayorista,E - Volumen, Pairs Sold (000s)_1 - Mayorista,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0
10,Latin America,1 - Mayorista,F - Cuota, Market Share (%)_1 - Mayorista,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Latin America,2 - Internet,A - Precio, Retail Price ($ per pair),72.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,0.0
10,Latin America,2 - Internet,B - Calidad, S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,Latin America,2 - Internet,B - Calidad, Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Latin America,2 - Internet,C - Marketing, Free Shipping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Latin America,2 - Internet,D - Imagen, Search Engine Advert. ($000s),4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0
10,Latin America,2 - Internet,D - Imagen, Brand Advertising ($000s),7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,0.0,0.0
10,Latin America,2 - Internet,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Latin America,2 - Internet,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,Latin America,2 - Internet,E - Volumen, Online Orders (000s),225.0,225.0,225.0,225.0,225.0,225.0,225.0,0.0,0.0
10,Latin America,2 - Internet,E - Volumen, Pairs Sold (000s)_2 - Internet,225.0,225.0,225.0,225.0,225.0,225.0,225.0,0.0,0.0
10,Latin America,2 - Internet,F - Cuota, Market Share (%)_2 - Internet,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Latin America,3 - Privada,A - Precio, Offer Price (max = $40.00),37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0
10,Latin America,3 - Privada,B - Calidad, S/Q Rating (min = 3.0 stars),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Latin America,3 - Privada,E - Volumen, Pairs Offered (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Latin America,3 - Privada,E - Volumen, Pairs Sold (000s)_3 - Privada,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Latin America,3 - Privada,F - Cuota, Market Share (%)_3 - Privada,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
11,North America,1 - Mayorista,A - Precio, Wholesale Price ($ per pair),60.0,59.0,63.0,53.0,53.0,57.6,58.75,-5.75,-0.0978723404255319
11,North America,1 - Mayorista,A - Precio, Rebate Offer ($ per pair),5.0,4.0,0.0,6.0,5.0,4.0,3.5,2.5,0.7142857142857143
11,North America,1 - Mayorista,B - Calidad, S/Q Rating (1 to 10 stars),5.0,5.5,5.7,5.2,5.9,5.459999999999999,5.525,-0.3250000000000002,-0.0588235294117647
11,North America,1 - Mayorista,B - Calidad, Model Availability,151.4,150.4,200.0,200.0,248.8,190.12,187.65,12.349999999999994,0.0658140154543032
11,North America,1 - Mayorista,C - Marketing, Delivery Time (weeks),2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
11,North America,1 - Mayorista,C - Marketing, Retailer Support ($ per outlet),7000.0,4000.0,4500.0,6000.0,6000.0,5500.0,5375.0,625.0,0.1162790697674418
11,North America,1 - Mayorista,C - Marketing, Retail Outlets,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
11,North America,1 - Mayorista,D - Imagen, Brand Advertising ($000s),18000.0,10500.0,12000.0,15000.0,11000.0,13300.0,12875.0,2125.0,0.1650485436893204
11,North America,1 - Mayorista,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,North America,1 - Mayorista,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
11,North America,1 - Mayorista,E - Volumen, Pairs Demanded (000s),1971.0,1434.0,1467.0,2610.0,2583.0,2013.0,1863.75,746.25,0.4004024144869215
11,North America,1 - Mayorista,E - Volumen,   Gained / Lost (due to stockouts),4.0,22.0,22.0,39.0,-87.0,0.0,-9.75,48.75,-5.0
11,North America,1 - Mayorista,E - Volumen, Pairs Sold (000s)_1 - Mayorista,1975.0,1456.0,1489.0,2649.0,2496.0,2013.0,1854.0,795.0,0.4288025889967637
11,North America,1 - Mayorista,F - Cuota, Market Share (%)_1 - Mayorista,0.1962,0.1447,0.1479,0.2632,0.248,0.2,0.1842,0.0789999999999999,0.4288816503800216
11,North America,2 - Internet,A - Precio, Retail Price ($ per pair),85.0,89.0,88.0,85.0,74.0,84.2,84.0,1.0,0.0119047619047619
11,North America,2 - Internet,B - Calidad, S/Q Rating (1 to 10 stars),5.0,5.5,5.7,5.2,5.9,5.459999999999999,5.525,-0.3250000000000002,-0.0588235294117647
11,North America,2 - Internet,B - Calidad, Model Availability,151.4,150.4,200.0,200.0,248.8,190.12,187.65,12.349999999999994,0.0658140154543032
11,North America,2 - Internet,C - Marketing, Free Shipping,1.0,1.0,0.0,1.0,0.0,0.6,0.5,0.5,1.0
11,North America,2 - Internet,D - Imagen, Search Engine Advert. ($000s),10000.0,5500.0,8000.0,7500.0,5000.0,7200.0,7125.0,375.0,0.0526315789473684
11,North America,2 - Internet,D - Imagen, Brand Advertising ($000s),18000.0,10500.0,12000.0,15000.0,11000.0,13300.0,12875.0,2125.0,0.1650485436893204
11,North America,2 - Internet,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,North America,2 - Internet,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
11,North America,2 - Internet,E - Volumen, Online Orders (000s),474.0,279.0,308.0,453.0,422.0,387.2,370.75,82.25,0.2218476062036412
11,North America,2 - Internet,E - Volumen, Pairs Sold (000s)_2 - Internet,474.0,279.0,308.0,453.0,422.0,387.2,370.75,82.25,0.2218476062036412
11,North America,2 - Internet,F - Cuota, Market Share (%)_2 - Internet,0.2448,0.1441,0.1591,0.234,0.218,0.2,0.1915,0.0425,0.2219321148825065
11,North America,3 - Privada,A - Precio, Offer Price (max = $40.00),0.0,0.0,49.0,0.0,0.0,9.8,12.25,-12.25,-1.0
11,North America,3 - Privada,B - Calidad, S/Q Rating (min = 3.0 stars),0.0,0.0,3.5,0.0,0.0,0.7,0.875,-0.875,-1.0
11,North America,3 - Privada,E - Volumen, Pairs Offered (000s),0.0,0.0,869.0,0.0,0.0,173.8,217.25,-217.25,-1.0
11,North America,3 - Privada,E - Volumen, Pairs Sold (000s)_3 - Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,North America,3 - Privada,F - Cuota, Market Share (%)_3 - Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Europe-Africa,1 - Mayorista,A - Precio, Wholesale Price ($ per pair),60.0,61.0,63.0,58.94,57.0,59.988,60.25,-1.3100000000000025,-0.0217427385892116
11,Europe-Africa,1 - Mayorista,A - Precio, Rebate Offer ($ per pair),5.0,4.0,0.0,4.0,5.0,3.6,3.5,0.5,0.1428571428571428
11,Europe-Africa,1 - Mayorista,B - Calidad, S/Q Rating (1 to 10 stars),4.2,5.0,5.6,4.7,5.5,5.0,5.074999999999999,-0.3749999999999991,-0.0738916256157633
11,Europe-Africa,1 - Mayorista,B - Calidad, Model Availability,200.0,150.3,200.0,151.4,200.0,180.34,187.575,-36.17499999999998,-0.1928561908569904
11,Europe-Africa,1 - Mayorista,C - Marketing, Delivery Time (weeks),2.0,2.0,2.0,3.0,3.0,2.4,2.25,0.75,0.3333333333333333
11,Europe-Africa,1 - Mayorista,C - Marketing, Retailer Support ($ per outlet),7000.0,4000.0,4500.0,4000.0,6000.0,5100.0,5375.0,-1375.0,-0.2558139534883721
11,Europe-Africa,1 - Mayorista,C - Marketing, Retail Outlets,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
11,Europe-Africa,1 - Mayorista,D - Imagen, Brand Advertising ($000s),18000.0,9500.0,11000.0,10000.0,10000.0,11700.0,12125.0,-2125.0,-0.1752577319587628
11,Europe-Africa,1 - Mayorista,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Europe-Africa,1 - Mayorista,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
11,Europe-Africa,1 - Mayorista,E - Volumen, Pairs Demanded (000s),2273.0,1406.0,1581.0,1358.0,1957.0,1715.0,1804.25,-446.25,-0.2473326867119301
11,Europe-Africa,1 - Mayorista,E - Volumen,   Gained / Lost (due to stockouts),-296.0,285.0,-121.0,275.0,-143.0,0.0,-68.75,343.75,-5.0
11,Europe-Africa,1 - Mayorista,E - Volumen, Pairs Sold (000s)_1 - Mayorista,1977.0,1691.0,1460.0,1633.0,1814.0,1715.0,1735.5,-102.5,-0.059060789397868
11,Europe-Africa,1 - Mayorista,F - Cuota, Market Share (%)_1 - Mayorista,0.2306,0.1972,0.1703,0.1904,0.2115,0.2,0.2024,-0.0119999999999999,-0.059288537549407
11,Europe-Africa,2 - Internet,A - Precio, Retail Price ($ per pair),85.0,89.0,88.0,90.94,77.5,86.088,84.875,6.064999999999998,0.0714580265095728
11,Europe-Africa,2 - Internet,B - Calidad, S/Q Rating (1 to 10 stars),4.2,5.0,5.6,4.7,5.5,5.0,5.074999999999999,-0.3749999999999991,-0.0738916256157633
11,Europe-Africa,2 - Internet,B - Calidad, Model Availability,200.0,150.3,200.0,151.4,200.0,180.34,187.575,-36.17499999999998,-0.1928561908569904
11,Europe-Africa,2 - Internet,C - Marketing, Free Shipping,1.0,1.0,0.0,0.0,0.0,0.4,0.5,-0.5,-1.0
11,Europe-Africa,2 - Internet,D - Imagen, Search Engine Advert. ($000s),8000.0,5000.0,6000.0,4000.0,4500.0,5500.0,5875.0,-1875.0,-0.3191489361702128
11,Europe-Africa,2 - Internet,D - Imagen, Brand Advertising ($000s),18000.0,9500.0,11000.0,10000.0,10000.0,11700.0,12125.0,-2125.0,-0.1752577319587628
11,Europe-Africa,2 - Internet,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Europe-Africa,2 - Internet,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
11,Europe-Africa,2 - Internet,E - Volumen, Online Orders (000s),508.0,293.0,308.0,180.0,347.0,327.2,364.0,-184.0,-0.5054945054945055
11,Europe-Africa,2 - Internet,E - Volumen, Pairs Sold (000s)_2 - Internet,508.0,293.0,308.0,180.0,347.0,327.2,364.0,-184.0,-0.5054945054945055
11,Europe-Africa,2 - Internet,F - Cuota, Market Share (%)_2 - Internet,0.3105,0.1791,0.1883,0.11,0.2121,0.2,0.2225,-0.1125,-0.5056179775280899
11,Europe-Africa,3 - Privada,A - Precio, Offer Price (max = $40.00),37.0,0.0,49.0,0.0,0.0,17.2,21.5,-21.5,-1.0
11,Europe-Africa,3 - Privada,B - Calidad, S/Q Rating (min = 3.0 stars),3.2,0.0,3.3,0.0,0.0,1.3,1.625,-1.625,-1.0
11,Europe-Africa,3 - Privada,E - Volumen, Pairs Offered (000s),275.0,0.0,956.0,0.0,0.0,246.2,307.75,-307.75,-1.0
11,Europe-Africa,3 - Privada,E - Volumen, Pairs Sold (000s)_3 - Privada,275.0,0.0,835.0,0.0,0.0,222.0,277.5,-277.5,-1.0
11,Europe-Africa,3 - Privada,F - Cuota, Market Share (%)_3 - Privada,0.248,0.0,0.752,0.0,0.0,0.2,0.25,-0.25,-1.0
11,Asia-Pacifc,1 - Mayorista,A - Precio, Wholesale Price ($ per pair),59.0,57.0,63.0,53.0,52.0,56.8,57.75,-4.75,-0.0822510822510822
11,Asia-Pacifc,1 - Mayorista,A - Precio, Rebate Offer ($ per pair),5.0,5.0,0.0,5.0,5.0,4.0,3.75,1.25,0.3333333333333333
11,Asia-Pacifc,1 - Mayorista,B - Calidad, S/Q Rating (1 to 10 stars),4.2,5.0,5.6,4.7,5.6,5.0200000000000005,5.1,-0.3999999999999994,-0.0784313725490195
11,Asia-Pacifc,1 - Mayorista,B - Calidad, Model Availability,200.0,150.4,200.0,151.1,200.0,180.3,187.6,-36.5,-0.1945628997867804
