Año,Región,Canal,Tipo,Métrica,A,B,C,D,E,AVG,AVG_otros,diferencia,diferencia_porcentaje
11,Asia-Pacifc,1 - Mayorista,E - Volumen, Pairs Sold (000s)_1 - Mayorista,1454.0,1017.0,1018.0,1567.0,1464.0,1304.0,1238.25,328.75,0.2654956591964466
11,Asia-Pacifc,1 - Mayorista,F - Cuota, Market Share (%)_1 - Mayorista,0.223,0.156,0.1561,0.2403,0.2245,0.19998000000000002,0.1899,0.0504,0.2654028436018957
11,Asia-Pacifc,2 - Internet,A - Precio, Retail Price ($ per pair),84.0,89.0,88.0,85.0,73.0,83.8,83.5,1.5,0.017964071856287425
11,Asia-Pacifc,2 - Internet,B - Calidad, S/Q Rating (1 to 10 stars),4.2,5.0,5.6,4.7,5.6,5.0200000000000005,5.1,-0.39999999999999947,-0.07843137254901951
11,Asia-Pacifc,2 - Internet,B - Calidad, Model Availability,200.0,150.4,200.0,151.1,200.0,180.3,187.6,-36.5,-0.1945628997867804
11,Asia-Pacifc,2 - Internet,C - Marketing, Free Shipping,1.0,1.0,0.0,1.0,0.0,0.6,0.5,0.5,1.0
11,Asia-Pacifc,2 - Internet,D - Imagen, Search Engine Advert. ($000s),6000.0,3000.0,4500.0,6000.0,4000.0,4700.0,4375.0,1625.0,0.37142857142857144
11,Asia-Pacifc,2 - Internet,D - Imagen, Brand Advertising ($000s),16000.0,3000.0,9000.0,12000.0,9000.0,9800.0,9250.0,2750.0,0.2972972972972973
11,Asia-Pacifc,2 - Internet,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Asia-Pacifc,2 - Internet,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
11,Asia-Pacifc,2 - Internet,E - Volumen, Online Orders (000s),336.0,163.0,194.0,267.0,270.0,246.0,240.75,26.25,0.10903426791277258
11,Asia-Pacifc,2 - Internet,E - Volumen, Pairs Sold (000s)_2 - Internet,336.0,163.0,194.0,267.0,270.0,246.0,240.75,26.25,0.10903426791277258
11,Asia-Pacifc,2 - Internet,F - Cuota, Market Share (%)_2 - Internet,0.2732,0.1325,0.1577,0.2171,0.2195,0.2,0.195725,0.021374999999999977,0.10920934985311011
11,Asia-Pacifc,3 - Privada,A - Precio, Offer Price (max = $40.00),0.0,0.0,49.0,32.0,31.0,22.4,20.0,12.0,0.6
11,Asia-Pacifc,3 - Privada,B - Calidad, S/Q Rating (min = 3.0 stars),0.0,0.0,3.3,3.2,3.1,1.92,1.6,1.6,1.0
11,Asia-Pacifc,3 - Privada,E - Volumen, Pairs Offered (000s),0.0,0.0,478.0,318.0,384.0,236.0,215.5,102.5,0.4756380510440835
11,Asia-Pacifc,3 - Privada,E - Volumen, Pairs Sold (000s)_3 - Privada,0.0,0.0,0.0,318.0,384.0,140.4,96.0,222.0,2.3125
11,Asia-Pacifc,3 - Privada,F - Cuota, Market Share (%)_3 - Privada,0.0,0.0,0.0,0.281,0.34,0.1242,0.085,0.196,2.3058823529411763
11,Latin America,1 - Mayorista,A - Precio, Wholesale Price ($ per pair),59.0,61.0,64.0,60.74,57.0,60.348,60.25,0.490000000000002,0.008132780082987585
11,Latin America,1 - Mayorista,A - Precio, Rebate Offer ($ per pair),5.0,3.0,0.0,5.0,5.0,3.6,3.25,1.75,0.5384615384615384
11,Latin America,1 - Mayorista,B - Calidad, S/Q Rating (1 to 10 stars),4.9,5.5,5.7,5.2,5.9,5.44,5.5,-0.2999999999999998,-0.054545454545454515
11,Latin America,1 - Mayorista,B - Calidad, Model Availability,158.0,151.1,200.0,200.0,243.9,190.6,188.25,11.75,0.06241699867197875
11,Latin America,1 - Mayorista,C - Marketing, Delivery Time (weeks),2.0,3.0,3.0,3.0,3.0,2.8,2.75,0.25,0.09090909090909091
11,Latin America,1 - Mayorista,C - Marketing, Retailer Support ($ per outlet),6000.0,1500.0,2750.0,3250.0,3750.0,3450.0,3500.0,-250.0,-0.07142857142857142
11,Latin America,1 - Mayorista,C - Marketing, Retail Outlets,700.0,700.0,700.0,700.0,700.0,700.0,700.0,0.0,0.0
11,Latin America,1 - Mayorista,D - Imagen, Brand Advertising ($000s),16000.0,5000.0,7500.0,10000.0,8500.0,9400.0,9250.0,750.0,0.08108108108108109
11,Latin America,1 - Mayorista,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Latin America,1 - Mayorista,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
11,Latin America,1 - Mayorista,E - Volumen, Pairs Demanded (000s),1720.0,866.0,1013.0,1400.0,1746.0,1349.0,1336.25,63.75,0.047708138447146865
11,Latin America,1 - Mayorista,E - Volumen,   Gained / Lost (due to stockouts),-423.0,432.0,-303.0,491.0,-197.0,0.0,-122.75,613.75,-5.0
11,Latin America,1 - Mayorista,E - Volumen, Pairs Sold (000s)_1 - Mayorista,1297.0,1298.0,710.0,1891.0,1549.0,1349.0,1213.5,677.5,0.5583024309847548
11,Latin America,1 - Mayorista,F - Cuota, Market Share (%)_1 - Mayorista,0.1923,0.1924,0.1053,0.2804,0.2297,0.20002,0.179925,0.10047499999999998,0.558427122412116
11,Latin America,2 - Internet,A - Precio, Retail Price ($ per pair),84.0,89.0,88.0,92.74,77.5,86.248,84.625,8.114999999999995,0.09589364844903982
11,Latin America,2 - Internet,B - Calidad, S/Q Rating (1 to 10 stars),4.9,5.5,5.7,5.2,5.9,5.44,5.5,-0.2999999999999998,-0.054545454545454515
11,Latin America,2 - Internet,B - Calidad, Model Availability,158.0,151.1,200.0,200.0,243.9,190.6,188.25,11.75,0.06241699867197875
11,Latin America,2 - Internet,C - Marketing, Free Shipping,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,inf
11,Latin America,2 - Internet,D - Imagen, Search Engine Advert. ($000s),4000.0,1000.0,4500.0,6000.0,4000.0,3900.0,3375.0,2625.0,0.7777777777777778
11,Latin America,2 - Internet,D - Imagen, Brand Advertising ($000s),16000.0,5000.0,7500.0,10000.0,8500.0,9400.0,9250.0,750.0,0.08108108108108109
11,Latin America,2 - Internet,D - Imagen, Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Latin America,2 - Internet,D - Imagen, Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
11,Latin America,2 - Internet,E - Volumen, Online Orders (000s),264.0,120.0,223.0,303.0,345.0,251.0,238.0,65.0,0.27310924369747897
11,Latin America,2 - Internet,E - Volumen, Pairs Sold (000s)_2 - Internet,264.0,120.0,223.0,303.0,345.0,251.0,238.0,65.0,0.27310924369747897
11,Latin America,2 - Internet,F - Cuota, Market Share (%)_2 - Internet,0.2104,0.0956,0.1777,0.2414,0.2749,0.2,0.18964999999999999,0.05175000000000002,0.27287107830213564
11,Latin America,3 - Privada,A - Precio, Offer Price (max = $40.00),0.0,0.0,49.0,0.0,0.0,9.8,12.25,-12.25,-1.0
11,Latin America,3 - Privada,B - Calidad, S/Q Rating (min = 3.0 stars),0.0,0.0,3.5,0.0,0.0,0.7,0.875,-0.875,-1.0
11,Latin America,3 - Privada,E - Volumen, Pairs Offered (000s),0.0,0.0,772.0,0.0,0.0,154.4,193.0,-193.0,-1.0
11,Latin America,3 - Privada,E - Volumen, Pairs Sold (000s)_3 - Privada,0.0,0.0,772.0,0.0,0.0,154.4,193.0,-193.0,-1.0
11,Latin America,3 - Privada,F - Cuota, Market Share (%)_3 - Privada,0.0,0.0,0.683,0.0,0.0,0.1366,0.17075,-0.17075,-1.0
